Date,year_month,usd_ngn_rate,oil_price,external_reserves,mpr,fx_return,oil_return,reserves_change,mpr_change,volatility,spike
2019-12-01,2019-12,306.95,65.85,42549490508.67571,13.5,0.0,4.956965253426837,-1.1394090331911189,0.0,0.008620168315194824,0
2020-01-01,2020-01,306.96,63.6,35763682173.628006,13.5,0.0032578595862586823,-3.4168564920273203,-15.948036636688045,0.0,0.0032578065218604206,0
2020-02-01,2020-02,306.96,55.0,36038879635.6125,13.5,0.0,-13.52201257861635,0.7694886131927037,0.0,0.0018809261125396807,0
2020-03-01,2020-03,326.63,32.98,36261432418.069,13.5,6.408001042481115,-40.03636363636364,0.6175352416798674,0.0,3.6987210224825544,1
2020-04-01,2020-04,361.0,23.34,35857850823.738754,13.5,10.52260968067844,-29.229836264402664,-1.1129775285135812,0.0,5.302794799252479,1
2020-05-01,2020-05,361.0,31.02,35949385246.98857,12.5,0.0,32.90488431876606,0.255270243885386,-1.0,5.302794799252479,1
2020-06-01,2020-06,361.0,39.93,36071324956.04111,12.5,0.0,28.72340425531914,0.339198315116529,0.0,6.075231531717062,1
2020-07-01,2020-07,377.19,42.81,36010359766.77375,12.5,4.484764542936293,7.212622088655163,-0.1690128913802158,0.0,2.5892800161163576,1
2020-08-01,2020-08,381.0,44.26,35740767731.06286,12.5,1.0101010101010166,3.387059098341494,-0.7486513254989502,0.0,2.3525413111002957,1
2020-09-01,2020-09,381.0,41.09,35960536145.17889,11.5,0.0,-7.162223226389508,0.6148956165959119,-1.0,2.3525413111002957,1
2020-10-01,2020-10,381.0,40.47,36279570169.90666,11.5,0.0,-1.5088829398880566,0.8871781650857002,0.0,0.5831820900905342,0
2020-11-01,2020-11,381.0,43.23,35823186195.17125,11.5,0.0,6.819866567828026,-1.2579641175406664,0.0,0.0,0
2020-12-01,2020-12,381.0,49.87,35863738139.29833,11.5,0.0,15.359703909322242,0.11320027176295877,0.0,0.0,0
2021-01-01,2021-01,381.0,54.55,36323251293.2875,11.5,0.0,9.384399438540214,1.2812751203022055,0.0,0.0,0
2021-02-01,2021-02,381.0,61.96,36415114739.67,11.5,0.0,13.58386801099909,0.25290535156328176,0.0,0.0,0
2021-03-01,2021-03,381.0,65.19,36940573963.58167,11.5,0.0,5.213040671400893,1.442970117403597,0.0,0.0,0
2021-04-01,2021-04,381.0,64.77,36048881910.4275,11.5,0.0,-0.644270593649332,-2.4138554372037158,0.0,0.0,0
2021-05-01,2021-05,397.1458333333333,68.04,35681489894.05857,11.5,4.237751531058609,5.048633626679044,-1.0191495461129851,0.0,2.4466669872154365,1
2021-06-01,2021-06,409.664761904762,73.07,36122683006.583336,11.5,3.1522245786527625,7.392710170487926,1.2364761500562427,0.0,2.2012657948572714,1
2021-07-01,2021-07,409.6326315789474,74.39,35810351428.98625,11.5,-0.007843077755875782,1.8064869303407782,-0.8646411384784503,0.0,2.205654473539699,1
